task_idx,task_id,wording,common_suffix_length,suffix_index,offset_from_generation_boundary,bin_index,token_id,decoded_token
6,task_006,paraphrase,96,46,-50,2,23841,tests
6,task_006,paraphrase,96,47,-49,2,12697,/test
6,task_006,paraphrase,96,48,-48,3,17069,_feature
6,task_006,paraphrase,96,49,-47,3,62,_
6,task_006,paraphrase,96,50,-46,3,15,0
6,task_006,paraphrase,96,51,-45,3,15,0
6,task_006,paraphrase,96,52,-44,3,21,6
6,task_006,paraphrase,96,53,-43,3,7197,.py
6,task_006,paraphrase,96,54,-42,3,1305,"')
"
6,task_006,paraphrase,96,55,-41,3,37763,Observ
6,task_006,paraphrase,96,56,-40,3,367,ation
6,task_006,paraphrase,96,57,-39,3,25,:
6,task_006,paraphrase,96,58,-38,3,33107, FAIL
6,task_006,paraphrase,96,59,-37,3,25,:
6,task_006,paraphrase,96,60,-36,3,7032, tests
6,task_006,paraphrase,96,61,-35,3,12697,/test
6,task_006,paraphrase,96,62,-34,3,17069,_feature
6,task_006,paraphrase,96,63,-33,3,62,_
6,task_006,paraphrase,96,64,-32,4,15,0
6,task_006,paraphrase,96,65,-31,4,15,0
6,task_006,paraphrase,96,66,-30,4,21,6
6,task_006,paraphrase,96,67,-29,4,7197,.py
6,task_006,paraphrase,96,68,-28,4,486,::
6,task_006,paraphrase,96,69,-27,4,1944,test
6,task_006,paraphrase,96,70,-26,4,17069,_feature
6,task_006,paraphrase,96,71,-25,4,62,_
6,task_006,paraphrase,96,72,-24,4,15,0
6,task_006,paraphrase,96,73,-23,4,15,0
6,task_006,paraphrase,96,74,-22,4,21,6
6,task_006,paraphrase,96,75,-21,4,26,;
6,task_006,paraphrase,96,76,-20,4,13166, observed
6,task_006,paraphrase,96,77,-19,4,7709, behavior
6,task_006,paraphrase,96,78,-18,4,22296, contrad
6,task_006,paraphrase,96,79,-17,4,29995,icts
6,task_006,paraphrase,96,80,-16,5,279, the
6,task_006,paraphrase,96,81,-15,5,3601, expected
6,task_006,paraphrase,96,82,-14,5,7709, behavior
6,task_006,paraphrase,96,83,-13,5,382,".

"
6,task_006,paraphrase,96,84,-12,5,24051,Choose
6,task_006,paraphrase,96,85,-11,5,279, the
6,task_006,paraphrase,96,86,-10,5,3175, single
6,task_006,paraphrase,96,87,-9,5,1790, next
6,task_006,paraphrase,96,88,-8,5,1917, action
6,task_006,paraphrase,96,89,-7,5,1431, now
6,task_006,paraphrase,96,90,-6,5,624,".
"
6,task_006,paraphrase,96,91,-5,5,151645,<|im_end|>
6,task_006,paraphrase,96,92,-4,5,198,"
"
6,task_006,paraphrase,96,93,-3,5,151644,<|im_start|>
6,task_006,paraphrase,96,94,-2,5,77091,assistant
6,task_006,paraphrase,96,95,-1,5,198,"
"
7,task_007,canonical,121,0,-121,0,624,".
"
7,task_007,canonical,121,1,-120,0,19,4
7,task_007,canonical,121,2,-119,0,13,.
7,task_007,canonical,121,3,-118,0,3596, RE
7,task_007,canonical,121,4,-117,0,82966,PAIR
7,task_007,canonical,121,5,-116,0,1959, —
7,task_007,canonical,121,6,-115,0,7405, Make
7,task_007,canonical,121,7,-114,0,279, the
7,task_007,canonical,121,8,-113,0,24632, smallest
7,task_007,canonical,121,9,-112,0,2297, change
7,task_007,canonical,121,10,-111,0,429, that
7,task_007,canonical,121,11,-110,0,14230, addresses
7,task_007,canonical,121,12,-109,0,279, the
7,task_007,canonical,121,13,-108,0,3704, root
7,task_007,canonical,121,14,-107,0,5240, cause
7,task_007,canonical,121,15,-106,0,624,".
"
7,task_007,canonical,121,16,-105,0,20,5
7,task_007,canonical,121,17,-104,0,13,.
7,task_007,canonical,121,18,-103,0,41033, TARGET
7,task_007,canonical,121,19,-102,0,56042,_VERIFY
7,task_007,canonical,121,20,-101,0,1959, —
7,task_007,canonical,121,21,-100,1,6452, Run
7,task_007,canonical,121,22,-99,1,279, the
7,task_007,canonical,121,23,-98,1,5961, directly
7,task_007,canonical,121,24,-97,1,11495, affected
7,task_007,canonical,121,25,-96,1,1273, test
7,task_007,canonical,121,26,-95,1,624,".
"
7,task_007,canonical,121,27,-94,1,21,6
7,task_007,canonical,121,28,-93,1,13,.
7,task_007,canonical,121,29,-92,1,13676, REG
7,task_007,canonical,121,30,-91,1,81663,RESSION
7,task_007,canonical,121,31,-90,1,56042,_VERIFY
7,task_007,canonical,121,32,-89,1,1959, —
7,task_007,canonical,121,33,-88,1,6452, Run
7,task_007,canonical,121,34,-87,1,279, the
7,task_007,canonical,121,35,-86,1,4583, complete
7,task_007,canonical,121,36,-85,1,1273, test
7,task_007,canonical,121,37,-84,1,16182, suite
7,task_007,canonical,121,38,-83,1,624,".
"
7,task_007,canonical,121,39,-82,1,15081,-----
7,task_007,canonical,121,40,-81,1,12072, SK
7,task_007,canonical,121,41,-80,2,9228,ILL
7,task_007,canonical,121,42,-79,2,11176, END
7,task_007,canonical,121,43,-78,2,11304, ----
7,task_007,canonical,121,44,-77,2,10452,"-

"
7,task_007,canonical,121,45,-76,2,20294,Execution
7,task_007,canonical,121,46,-75,2,3840, history
7,task_007,canonical,121,47,-74,2,510,":
"
7,task_007,canonical,121,48,-73,2,2512,Action
7,task_007,canonical,121,49,-72,2,25,:
7,task_007,canonical,121,50,-71,2,1349, read
7,task_007,canonical,121,51,-70,2,2458,_file
7,task_007,canonical,121,52,-69,2,492,('
7,task_007,canonical,121,53,-68,2,3288,py
7,task_007,canonical,121,54,-67,2,4987,project
7,task_007,canonical,121,55,-66,2,73494,.tom
7,task_007,canonical,121,56,-65,2,75,l
7,task_007,canonical,121,57,-64,2,1305,"')
"
7,task_007,canonical,121,58,-63,2,37763,Observ
7,task_007,canonical,121,59,-62,2,367,ation
7,task_007,canonical,121,60,-61,2,25,:
7,task_007,canonical,121,61,-60,3,3393, Test
7,task_007,canonical,121,62,-59,3,6546, configuration
7,task_007,canonical,121,63,-58,3,7952, appears
7,task_007,canonical,121,64,-57,3,4622, normal
7,task_007,canonical,121,65,-56,3,382,".

"
7,task_007,canonical,121,66,-55,3,2512,Action
7,task_007,canonical,121,67,-54,3,25,:
7,task_007,canonical,121,68,-53,3,1598, run
7,task_007,canonical,121,69,-52,3,32509,_tests
7,task_007,canonical,121,70,-51,3,492,('
7,task_007,canonical,121,71,-50,3,23841,tests
7,task_007,canonical,121,72,-49,3,12697,/test
7,task_007,canonical,121,73,-48,3,17069,_feature
7,task_007,canonical,121,74,-47,3,62,_
7,task_007,canonical,121,75,-46,3,15,0
7,task_007,canonical,121,76,-45,3,15,0
7,task_007,canonical,121,77,-44,3,22,7
7,task_007,canonical,121,78,-43,3,7197,.py
7,task_007,canonical,121,79,-42,3,1305,"')
"
7,task_007,canonical,121,80,-41,3,37763,Observ
7,task_007,canonical,121,81,-40,4,367,ation
7,task_007,canonical,121,82,-39,4,25,:
7,task_007,canonical,121,83,-38,4,33107, FAIL
7,task_007,canonical,121,84,-37,4,25,:
7,task_007,canonical,121,85,-36,4,7032, tests
7,task_007,canonical,121,86,-35,4,12697,/test
7,task_007,canonical,121,87,-34,4,17069,_feature
7,task_007,canonical,121,88,-33,4,62,_
7,task_007,canonical,121,89,-32,4,15,0
7,task_007,canonical,121,90,-31,4,15,0
7,task_007,canonical,121,91,-30,4,22,7
7,task_007,canonical,121,92,-29,4,7197,.py
7,task_007,canonical,121,93,-28,4,486,::
7,task_007,canonical,121,94,-27,4,1944,test
7,task_007,canonical,121,95,-26,4,17069,_feature
7,task_007,canonical,121,96,-25,4,62,_
7,task_007,canonical,121,97,-24,4,15,0
7,task_007,canonical,121,98,-23,4,15,0
7,task_007,canonical,121,99,-22,4,22,7
7,task_007,canonical,121,100,-21,4,26,;
7,task_007,canonical,121,101,-20,5,13166, observed
7,task_007,canonical,121,102,-19,5,7709, behavior
7,task_007,canonical,121,103,-18,5,22296, contrad
7,task_007,canonical,121,104,-17,5,29995,icts
7,task_007,canonical,121,105,-16,5,279, the
7,task_007,canonical,121,106,-15,5,3601, expected
7,task_007,canonical,121,107,-14,5,7709, behavior
7,task_007,canonical,121,108,-13,5,382,".

"
7,task_007,canonical,121,109,-12,5,24051,Choose
7,task_007,canonical,121,110,-11,5,279, the
7,task_007,canonical,121,111,-10,5,3175, single
7,task_007,canonical,121,112,-9,5,1790, next
7,task_007,canonical,121,113,-8,5,1917, action
7,task_007,canonical,121,114,-7,5,1431, now
7,task_007,canonical,121,115,-6,5,624,".
"
7,task_007,canonical,121,116,-5,5,151645,<|im_end|>
7,task_007,canonical,121,117,-4,5,198,"
"
7,task_007,canonical,121,118,-3,5,151644,<|im_start|>
7,task_007,canonical,121,119,-2,5,77091,assistant
7,task_007,canonical,121,120,-1,5,198,"
"
7,task_007,paraphrase,114,0,-114,0,624,".
"
7,task_007,paraphrase,114,1,-113,0,19,4
7,task_007,paraphrase,114,2,-112,0,13,.
7,task_007,paraphrase,114,3,-111,0,20552, Apply
7,task_007,paraphrase,114,4,-110,0,1172, only
7,task_007,paraphrase,114,5,-109,0,279, the
7,task_007,paraphrase,114,6,-108,0,24632, smallest
7,task_007,paraphrase,114,7,-107,0,12733, repair
7,task_007,paraphrase,114,8,-106,0,7248, supported
7,task_007,paraphrase,114,9,-105,0,553, by
7,task_007,paraphrase,114,10,-104,0,279, the
7,task_007,paraphrase,114,11,-103,0,5904, evidence
7,task_007,paraphrase,114,12,-102,0,624,".
"
7,task_007,paraphrase,114,13,-101,0,20,5
7,task_007,paraphrase,114,14,-100,0,13,.
7,task_007,paraphrase,114,15,-99,0,1032, Re
7,task_007,paraphrase,114,16,-98,0,22973,-run
7,task_007,paraphrase,114,17,-97,0,279, the
7,task_007,paraphrase,114,18,-96,0,5961, directly
7,task_007,paraphrase,114,19,-95,1,11495, affected
7,task_007,paraphrase,114,20,-94,1,1273, test
7,task_007,paraphrase,114,21,-93,1,624,".
"
7,task_007,paraphrase,114,22,-92,1,21,6
7,task_007,paraphrase,114,23,-91,1,13,.
7,task_007,paraphrase,114,24,-90,1,35533, Finish
7,task_007,paraphrase,114,25,-89,1,553, by
7,task_007,paraphrase,114,26,-88,1,13295, checking
7,task_007,paraphrase,114,27,-87,1,279, the
7,task_007,paraphrase,114,28,-86,1,4583, complete
7,task_007,paraphrase,114,29,-85,1,1273, test
7,task_007,paraphrase,114,30,-84,1,16182, suite
7,task_007,paraphrase,114,31,-83,1,624,".
"
7,task_007,paraphrase,114,32,-82,1,15081,-----
7,task_007,paraphrase,114,33,-81,1,12072, SK
7,task_007,paraphrase,114,34,-80,1,9228,ILL
7,task_007,paraphrase,114,35,-79,1,11176, END
7,task_007,paraphrase,114,36,-78,1,11304, ----
7,task_007,paraphrase,114,37,-77,1,10452,"-

"
7,task_007,paraphrase,114,38,-76,2,20294,Execution
7,task_007,paraphrase,114,39,-75,2,3840, history
7,task_007,paraphrase,114,40,-74,2,510,":
"
7,task_007,paraphrase,114,41,-73,2,2512,Action
7,task_007,paraphrase,114,42,-72,2,25,:
7,task_007,paraphrase,114,43,-71,2,1349, read
7,task_007,paraphrase,114,44,-70,2,2458,_file
7,task_007,paraphrase,114,45,-69,2,492,('
7,task_007,paraphrase,114,46,-68,2,3288,py
7,task_007,paraphrase,114,47,-67,2,4987,project
7,task_007,paraphrase,114,48,-66,2,73494,.tom
7,task_007,paraphrase,114,49,-65,2,75,l
7,task_007,paraphrase,114,50,-64,2,1305,"')
"
7,task_007,paraphrase,114,51,-63,2,37763,Observ
7,task_007,paraphrase,114,52,-62,2,367,ation
7,task_007,paraphrase,114,53,-61,2,25,:
7,task_007,paraphrase,114,54,-60,2,3393, Test
7,task_007,paraphrase,114,55,-59,2,6546, configuration
7,task_007,paraphrase,114,56,-58,2,7952, appears
7,task_007,paraphrase,114,57,-57,3,4622, normal
7,task_007,paraphrase,114,58,-56,3,382,".

"
7,task_007,paraphrase,114,59,-55,3,2512,Action
7,task_007,paraphrase,114,60,-54,3,25,:
7,task_007,paraphrase,114,61,-53,3,1598, run
7,task_007,paraphrase,114,62,-52,3,32509,_tests
7,task_007,paraphrase,114,63,-51,3,492,('
7,task_007,paraphrase,114,64,-50,3,23841,tests
7,task_007,paraphrase,114,65,-49,3,12697,/test
7,task_007,paraphrase,114,66,-48,3,17069,_feature
7,task_007,paraphrase,114,67,-47,3,62,_
7,task_007,paraphrase,114,68,-46,3,15,0
7,task_007,paraphrase,114,69,-45,3,15,0
7,task_007,paraphrase,114,70,-44,3,22,7
7,task_007,paraphrase,114,71,-43,3,7197,.py
7,task_007,paraphrase,114,72,-42,3,1305,"')
"
7,task_007,paraphrase,114,73,-41,3,37763,Observ
7,task_007,paraphrase,114,74,-40,3,367,ation
7,task_007,paraphrase,114,75,-39,3,25,:
7,task_007,paraphrase,114,76,-38,4,33107, FAIL
7,task_007,paraphrase,114,77,-37,4,25,:
7,task_007,paraphrase,114,78,-36,4,7032, tests
7,task_007,paraphrase,114,79,-35,4,12697,/test
7,task_007,paraphrase,114,80,-34,4,17069,_feature
7,task_007,paraphrase,114,81,-33,4,62,_
7,task_007,paraphrase,114,82,-32,4,15,0
7,task_007,paraphrase,114,83,-31,4,15,0
7,task_007,paraphrase,114,84,-30,4,22,7
7,task_007,paraphrase,114,85,-29,4,7197,.py
7,task_007,paraphrase,114,86,-28,4,486,::
7,task_007,paraphrase,114,87,-27,4,1944,test
7,task_007,paraphrase,114,88,-26,4,17069,_feature
7,task_007,paraphrase,114,89,-25,4,62,_
7,task_007,paraphrase,114,90,-24,4,15,0
7,task_007,paraphrase,114,91,-23,4,15,0
7,task_007,paraphrase,114,92,-22,4,22,7
7,task_007,paraphrase,114,93,-21,4,26,;
7,task_007,paraphrase,114,94,-20,4,13166, observed
7,task_007,paraphrase,114,95,-19,5,7709, behavior
7,task_007,paraphrase,114,96,-18,5,22296, contrad
7,task_007,paraphrase,114,97,-17,5,29995,icts
7,task_007,paraphrase,114,98,-16,5,279, the
7,task_007,paraphrase,114,99,-15,5,3601, expected
7,task_007,paraphrase,114,100,-14,5,7709, behavior
7,task_007,paraphrase,114,101,-13,5,382,".

"
7,task_007,paraphrase,114,102,-12,5,24051,Choose
7,task_007,paraphrase,114,103,-11,5,279, the
7,task_007,paraphrase,114,104,-10,5,3175, single
7,task_007,paraphrase,114,105,-9,5,1790, next
7,task_007,paraphrase,114,106,-8,5,1917, action
7,task_007,paraphrase,114,107,-7,5,1431, now
7,task_007,paraphrase,114,108,-6,5,624,".
"
7,task_007,paraphrase,114,109,-5,5,151645,<|im_end|>
7,task_007,paraphrase,114,110,-4,5,198,"
"
7,task_007,paraphrase,114,111,-3,5,151644,<|im_start|>
7,task_007,paraphrase,114,112,-2,5,77091,assistant
7,task_007,paraphrase,114,113,-1,5,198,"
"
8,task_008,canonical,120,0,-120,0,624,".
"
8,task_008,canonical,120,1,-119,0,19,4
8,task_008,canonical,120,2,-118,0,13,.
8,task_008,canonical,120,3,-117,0,3596, RE
8,task_008,canonical,120,4,-116,0,82966,PAIR
8,task_008,canonical,120,5,-115,0,1959, —
8,task_008,canonical,120,6,-114,0,7405, Make
8,task_008,canonical,120,7,-113,0,279, the
8,task_008,canonical,120,8,-112,0,24632, smallest
8,task_008,canonical,120,9,-111,0,2297, change
8,task_008,canonical,120,10,-110,0,429, that
8,task_008,canonical,120,11,-109,0,14230, addresses
8,task_008,canonical,120,12,-108,0,279, the
8,task_008,canonical,120,13,-107,0,3704, root
8,task_008,canonical,120,14,-106,0,5240, cause
8,task_008,canonical,120,15,-105,0,624,".
"
8,task_008,canonical,120,16,-104,0,20,5
8,task_008,canonical,120,17,-103,0,13,.
8,task_008,canonical,120,18,-102,0,41033, TARGET
8,task_008,canonical,120,19,-101,0,56042,_VERIFY
8,task_008,canonical,120,20,-100,1,1959, —
8,task_008,canonical,120,21,-99,1,6452, Run
8,task_008,canonical,120,22,-98,1,279, the
8,task_008,canonical,120,23,-97,1,5961, directly
8,task_008,canonical,120,24,-96,1,11495, affected
8,task_008,canonical,120,25,-95,1,1273, test
8,task_008,canonical,120,26,-94,1,624,".
"
8,task_008,canonical,120,27,-93,1,21,6
8,task_008,canonical,120,28,-92,1,13,.
8,task_008,canonical,120,29,-91,1,13676, REG
8,task_008,canonical,120,30,-90,1,81663,RESSION
8,task_008,canonical,120,31,-89,1,56042,_VERIFY
8,task_008,canonical,120,32,-88,1,1959, —
8,task_008,canonical,120,33,-87,1,6452, Run
8,task_008,canonical,120,34,-86,1,279, the
8,task_008,canonical,120,35,-85,1,4583, complete
8,task_008,canonical,120,36,-84,1,1273, test
8,task_008,canonical,120,37,-83,1,16182, suite
8,task_008,canonical,120,38,-82,1,624,".
"
8,task_008,canonical,120,39,-81,1,15081,-----
8,task_008,canonical,120,40,-80,2,12072, SK
8,task_008,canonical,120,41,-79,2,9228,ILL
8,task_008,canonical,120,42,-78,2,11176, END
8,task_008,canonical,120,43,-77,2,11304, ----
8,task_008,canonical,120,44,-76,2,10452,"-

"
8,task_008,canonical,120,45,-75,2,20294,Execution
8,task_008,canonical,120,46,-74,2,3840, history
8,task_008,canonical,120,47,-73,2,510,":
"
8,task_008,canonical,120,48,-72,2,2512,Action
8,task_008,canonical,120,49,-71,2,25,:
8,task_008,canonical,120,50,-70,2,2711, search
8,task_008,canonical,120,51,-69,2,492,('
8,task_008,canonical,120,52,-68,2,38189,deprecated
8,task_008,canonical,120,53,-67,2,1305,"')
"
8,task_008,canonical,120,54,-66,2,37763,Observ
8,task_008,canonical,120,55,-65,2,367,ation
8,task_008,canonical,120,56,-64,2,25,:
8,task_008,canonical,120,57,-63,2,2308, No
8,task_008,canonical,120,58,-62,2,9760, relevant
8,task_008,canonical,120,59,-61,2,31590, deprecated
8,task_008,canonical,120,60,-60,3,5333, API
8,task_008,canonical,120,61,-59,3,10431, usage
8,task_008,canonical,120,62,-58,3,572, was
8,task_008,canonical,120,63,-57,3,1730, found
8,task_008,canonical,120,64,-56,3,382,".

"
8,task_008,canonical,120,65,-55,3,2512,Action
8,task_008,canonical,120,66,-54,3,25,:
8,task_008,canonical,120,67,-53,3,1598, run
8,task_008,canonical,120,68,-52,3,32509,_tests
8,task_008,canonical,120,69,-51,3,492,('
8,task_008,canonical,120,70,-50,3,23841,tests
8,task_008,canonical,120,71,-49,3,12697,/test
8,task_008,canonical,120,72,-48,3,17069,_feature
8,task_008,canonical,120,73,-47,3,62,_
8,task_008,canonical,120,74,-46,3,15,0
8,task_008,canonical,120,75,-45,3,15,0
8,task_008,canonical,120,76,-44,3,23,8
8,task_008,canonical,120,77,-43,3,7197,.py
8,task_008,canonical,120,78,-42,3,1305,"')
"
8,task_008,canonical,120,79,-41,3,37763,Observ
8,task_008,canonical,120,80,-40,4,367,ation
8,task_008,canonical,120,81,-39,4,25,:
8,task_008,canonical,120,82,-38,4,33107, FAIL
8,task_008,canonical,120,83,-37,4,25,:
8,task_008,canonical,120,84,-36,4,7032, tests
8,task_008,canonical,120,85,-35,4,12697,/test
8,task_008,canonical,120,86,-34,4,17069,_feature
8,task_008,canonical,120,87,-33,4,62,_
8,task_008,canonical,120,88,-32,4,15,0
8,task_008,canonical,120,89,-31,4,15,0
8,task_008,canonical,120,90,-30,4,23,8
8,task_008,canonical,120,91,-29,4,7197,.py
8,task_008,canonical,120,92,-28,4,486,::
8,task_008,canonical,120,93,-27,4,1944,test
8,task_008,canonical,120,94,-26,4,17069,_feature
8,task_008,canonical,120,95,-25,4,62,_
8,task_008,canonical,120,96,-24,4,15,0
8,task_008,canonical,120,97,-23,4,15,0
8,task_008,canonical,120,98,-22,4,23,8
8,task_008,canonical,120,99,-21,4,26,;
8,task_008,canonical,120,100,-20,5,13166, observed
8,task_008,canonical,120,101,-19,5,7709, behavior
8,task_008,canonical,120,102,-18,5,22296, contrad
8,task_008,canonical,120,103,-17,5,29995,icts
8,task_008,canonical,120,104,-16,5,279, the
8,task_008,canonical,120,105,-15,5,3601, expected
8,task_008,canonical,120,106,-14,5,7709, behavior
8,task_008,canonical,120,107,-13,5,382,".

"
8,task_008,canonical,120,108,-12,5,24051,Choose
8,task_008,canonical,120,109,-11,5,279, the
8,task_008,canonical,120,110,-10,5,3175, single
8,task_008,canonical,120,111,-9,5,1790, next
8,task_008,canonical,120,112,-8,5,1917, action
8,task_008,canonical,120,113,-7,5,1431, now
8,task_008,canonical,120,114,-6,5,624,".
"
8,task_008,canonical,120,115,-5,5,151645,<|im_end|>
8,task_008,canonical,120,116,-4,5,198,"
"
8,task_008,canonical,120,117,-3,5,151644,<|im_start|>
8,task_008,canonical,120,118,-2,5,77091,assistant
8,task_008,canonical,120,119,-1,5,198,"
"
8,task_008,paraphrase,113,0,-113,0,624,".
"
8,task_008,paraphrase,113,1,-112,0,19,4
8,task_008,paraphrase,113,2,-111,0,13,.
8,task_008,paraphrase,113,3,-110,0,20552, Apply
8,task_008,paraphrase,113,4,-109,0,1172, only
8,task_008,paraphrase,113,5,-108,0,279, the
8,task_008,paraphrase,113,6,-107,0,24632, smallest
8,task_008,paraphrase,113,7,-106,0,12733, repair
8,task_008,paraphrase,113,8,-105,0,7248, supported
8,task_008,paraphrase,113,9,-104,0,553, by
8,task_008,paraphrase,113,10,-103,0,279, the
8,task_008,paraphrase,113,11,-102,0,5904, evidence
8,task_008,paraphrase,113,12,-101,0,624,".
"
8,task_008,paraphrase,113,13,-100,0,20,5
8,task_008,paraphrase,113,14,-99,0,13,.
8,task_008,paraphrase,113,15,-98,0,1032, Re
8,task_008,paraphrase,113,16,-97,0,22973,-run
8,task_008,paraphrase,113,17,-96,0,279, the
8,task_008,paraphrase,113,18,-95,0,5961, directly
8,task_008,paraphrase,113,19,-94,1,11495, affected
8,task_008,paraphrase,113,20,-93,1,1273, test
8,task_008,paraphrase,113,21,-92,1,624,".
"
8,task_008,paraphrase,113,22,-91,1,21,6
8,task_008,paraphrase,113,23,-90,1,13,.
8,task_008,paraphrase,113,24,-89,1,35533, Finish
8,task_008,paraphrase,113,25,-88,1,553, by
8,task_008,paraphrase,113,26,-87,1,13295, checking
8,task_008,paraphrase,113,27,-86,1,279, the
8,task_008,paraphrase,113,28,-85,1,4583, complete
8,task_008,paraphrase,113,29,-84,1,1273, test
8,task_008,paraphrase,113,30,-83,1,16182, suite
8,task_008,paraphrase,113,31,-82,1,624,".
"
8,task_008,paraphrase,113,32,-81,1,15081,-----
8,task_008,paraphrase,113,33,-80,1,12072, SK
8,task_008,paraphrase,113,34,-79,1,9228,ILL
8,task_008,paraphrase,113,35,-78,1,11176, END
8,task_008,paraphrase,113,36,-77,1,11304, ----
8,task_008,paraphrase,113,37,-76,1,10452,"-

"
8,task_008,paraphrase,113,38,-75,2,20294,Execution
8,task_008,paraphrase,113,39,-74,2,3840, history
8,task_008,paraphrase,113,40,-73,2,510,":
"
8,task_008,paraphrase,113,41,-72,2,2512,Action
8,task_008,paraphrase,113,42,-71,2,25,:
8,task_008,paraphrase,113,43,-70,2,2711, search
8,task_008,paraphrase,113,44,-69,2,492,('
8,task_008,paraphrase,113,45,-68,2,38189,deprecated
8,task_008,paraphrase,113,46,-67,2,1305,"')
"
8,task_008,paraphrase,113,47,-66,2,37763,Observ
8,task_008,paraphrase,113,48,-65,2,367,ation
8,task_008,paraphrase,113,49,-64,2,25,:
8,task_008,paraphrase,113,50,-63,2,2308, No
8,task_008,paraphrase,113,51,-62,2,9760, relevant
8,task_008,paraphrase,113,52,-61,2,31590, deprecated
8,task_008,paraphrase,113,53,-60,2,5333, API
8,task_008,paraphrase,113,54,-59,2,10431, usage
8,task_008,paraphrase,113,55,-58,2,572, was
8,task_008,paraphrase,113,56,-57,2,1730, found
8,task_008,paraphrase,113,57,-56,3,382,".

"
8,task_008,paraphrase,113,58,-55,3,2512,Action
8,task_008,paraphrase,113,59,-54,3,25,:
8,task_008,paraphrase,113,60,-53,3,1598, run
8,task_008,paraphrase,113,61,-52,3,32509,_tests
8,task_008,paraphrase,113,62,-51,3,492,('
8,task_008,paraphrase,113,63,-50,3,23841,tests
8,task_008,paraphrase,113,64,-49,3,12697,/test
8,task_008,paraphrase,113,65,-48,3,17069,_feature
8,task_008,paraphrase,113,66,-47,3,62,_
8,task_008,paraphrase,113,67,-46,3,15,0
8,task_008,paraphrase,113,68,-45,3,15,0
8,task_008,paraphrase,113,69,-44,3,23,8
8,task_008,paraphrase,113,70,-43,3,7197,.py
8,task_008,paraphrase,113,71,-42,3,1305,"')
"
8,task_008,paraphrase,113,72,-41,3,37763,Observ
8,task_008,paraphrase,113,73,-40,3,367,ation
8,task_008,paraphrase,113,74,-39,3,25,:
8,task_008,paraphrase,113,75,-38,3,33107, FAIL
8,task_008,paraphrase,113,76,-37,4,25,:
8,task_008,paraphrase,113,77,-36,4,7032, tests
8,task_008,paraphrase,113,78,-35,4,12697,/test
8,task_008,paraphrase,113,79,-34,4,17069,_feature
8,task_008,paraphrase,113,80,-33,4,62,_
8,task_008,paraphrase,113,81,-32,4,15,0
8,task_008,paraphrase,113,82,-31,4,15,0
8,task_008,paraphrase,113,83,-30,4,23,8
8,task_008,paraphrase,113,84,-29,4,7197,.py
8,task_008,paraphrase,113,85,-28,4,486,::
8,task_008,paraphrase,113,86,-27,4,1944,test
8,task_008,paraphrase,113,87,-26,4,17069,_feature
8,task_008,paraphrase,113,88,-25,4,62,_
8,task_008,paraphrase,113,89,-24,4,15,0
8,task_008,paraphrase,113,90,-23,4,15,0
8,task_008,paraphrase,113,91,-22,4,23,8
8,task_008,paraphrase,113,92,-21,4,26,;
8,task_008,paraphrase,113,93,-20,4,13166, observed
8,task_008,paraphrase,113,94,-19,4,7709, behavior
8,task_008,paraphrase,113,95,-18,5,22296, contrad
8,task_008,paraphrase,113,96,-17,5,29995,icts
8,task_008,paraphrase,113,97,-16,5,279, the
8,task_008,paraphrase,113,98,-15,5,3601, expected
8,task_008,paraphrase,113,99,-14,5,7709, behavior
8,task_008,paraphrase,113,100,-13,5,382,".

"
8,task_008,paraphrase,113,101,-12,5,24051,Choose
8,task_008,paraphrase,113,102,-11,5,279, the
8,task_008,paraphrase,113,103,-10,5,3175, single
8,task_008,paraphrase,113,104,-9,5,1790, next
8,task_008,paraphrase,113,105,-8,5,1917, action
8,task_008,paraphrase,113,106,-7,5,1431, now
8,task_008,paraphrase,113,107,-6,5,624,".
"
8,task_008,paraphrase,113,108,-5,5,151645,<|im_end|>
8,task_008,paraphrase,113,109,-4,5,198,"
"
8,task_008,paraphrase,113,110,-3,5,151644,<|im_start|>
8,task_008,paraphrase,113,111,-2,5,77091,assistant
8,task_008,paraphrase,113,112,-1,5,198,"
"
9,task_009,canonical,103,0,-103,0,624,".
"
9,task_009,canonical,103,1,-102,0,19,4
9,task_009,canonical,103,2,-101,0,13,.
9,task_009,canonical,103,3,-100,0,3596, RE
9,task_009,canonical,103,4,-99,0,82966,PAIR
9,task_009,canonical,103,5,-98,0,1959, —
9,task_009,canonical,103,6,-97,0,7405, Make
9,task_009,canonical,103,7,-96,0,279, the
9,task_009,canonical,103,8,-95,0,24632, smallest
9,task_009,canonical,103,9,-94,0,2297, change
9,task_009,canonical,103,10,-93,0,429, that
9,task_009,canonical,103,11,-92,0,14230, addresses
9,task_009,canonical,103,12,-91,0,279, the
9,task_009,canonical,103,13,-90,0,3704, root
9,task_009,canonical,103,14,-89,0,5240, cause
9,task_009,canonical,103,15,-88,0,624,".
"
9,task_009,canonical,103,16,-87,0,20,5
9,task_009,canonical,103,17,-86,0,13,.
9,task_009,canonical,103,18,-85,1,41033, TARGET
9,task_009,canonical,103,19,-84,1,56042,_VERIFY
9,task_009,canonical,103,20,-83,1,1959, —
9,task_009,canonical,103,21,-82,1,6452, Run
9,task_009,canonical,103,22,-81,1,279, the
9,task_009,canonical,103,23,-80,1,5961, directly
9,task_009,canonical,103,24,-79,1,11495, affected
9,task_009,canonical,103,25,-78,1,1273, test
