task_idx,task_id,recipient_condition,recipient_wording,recipient_label,common_suffix_length,suffix_index,offset,token_id,decoded_token
12,task_012,paraphrase_impl,paraphrase,1,96,82,-14,7709, behavior
12,task_012,paraphrase_impl,paraphrase,1,96,83,-13,382,".

"
12,task_012,paraphrase_impl,paraphrase,1,96,84,-12,24051,Choose
12,task_012,paraphrase_impl,paraphrase,1,96,85,-11,279, the
12,task_012,paraphrase_impl,paraphrase,1,96,86,-10,3175, single
12,task_012,paraphrase_impl,paraphrase,1,96,87,-9,1790, next
12,task_012,paraphrase_impl,paraphrase,1,96,88,-8,1917, action
12,task_012,paraphrase_impl,paraphrase,1,96,89,-7,1431, now
12,task_012,paraphrase_impl,paraphrase,1,96,90,-6,624,".
"
12,task_012,paraphrase_impl,paraphrase,1,96,91,-5,151645,<|im_end|>
12,task_012,paraphrase_impl,paraphrase,1,96,92,-4,198,"
"
12,task_012,paraphrase_impl,paraphrase,1,96,93,-3,151644,<|im_start|>
12,task_012,paraphrase_impl,paraphrase,1,96,94,-2,77091,assistant
12,task_012,paraphrase_impl,paraphrase,1,96,95,-1,198,"
"
13,task_013,canonical_test,canonical,0,121,101,-20,13166, observed
13,task_013,canonical_test,canonical,0,121,102,-19,7709, behavior
13,task_013,canonical_test,canonical,0,121,103,-18,22296, contrad
13,task_013,canonical_test,canonical,0,121,104,-17,29995,icts
13,task_013,canonical_test,canonical,0,121,105,-16,279, the
13,task_013,canonical_test,canonical,0,121,106,-15,3601, expected
13,task_013,canonical_test,canonical,0,121,107,-14,7709, behavior
13,task_013,canonical_test,canonical,0,121,108,-13,382,".

"
13,task_013,canonical_test,canonical,0,121,109,-12,24051,Choose
13,task_013,canonical_test,canonical,0,121,110,-11,279, the
13,task_013,canonical_test,canonical,0,121,111,-10,3175, single
13,task_013,canonical_test,canonical,0,121,112,-9,1790, next
13,task_013,canonical_test,canonical,0,121,113,-8,1917, action
13,task_013,canonical_test,canonical,0,121,114,-7,1431, now
13,task_013,canonical_test,canonical,0,121,115,-6,624,".
"
13,task_013,canonical_test,canonical,0,121,116,-5,151645,<|im_end|>
13,task_013,canonical_test,canonical,0,121,117,-4,198,"
"
13,task_013,canonical_test,canonical,0,121,118,-3,151644,<|im_start|>
13,task_013,canonical_test,canonical,0,121,119,-2,77091,assistant
13,task_013,canonical_test,canonical,0,121,120,-1,198,"
"
13,task_013,canonical_impl,canonical,1,121,101,-20,13166, observed
13,task_013,canonical_impl,canonical,1,121,102,-19,7709, behavior
13,task_013,canonical_impl,canonical,1,121,103,-18,22296, contrad
13,task_013,canonical_impl,canonical,1,121,104,-17,29995,icts
13,task_013,canonical_impl,canonical,1,121,105,-16,279, the
13,task_013,canonical_impl,canonical,1,121,106,-15,3601, expected
13,task_013,canonical_impl,canonical,1,121,107,-14,7709, behavior
13,task_013,canonical_impl,canonical,1,121,108,-13,382,".

"
13,task_013,canonical_impl,canonical,1,121,109,-12,24051,Choose
13,task_013,canonical_impl,canonical,1,121,110,-11,279, the
13,task_013,canonical_impl,canonical,1,121,111,-10,3175, single
13,task_013,canonical_impl,canonical,1,121,112,-9,1790, next
13,task_013,canonical_impl,canonical,1,121,113,-8,1917, action
13,task_013,canonical_impl,canonical,1,121,114,-7,1431, now
13,task_013,canonical_impl,canonical,1,121,115,-6,624,".
"
13,task_013,canonical_impl,canonical,1,121,116,-5,151645,<|im_end|>
13,task_013,canonical_impl,canonical,1,121,117,-4,198,"
"
13,task_013,canonical_impl,canonical,1,121,118,-3,151644,<|im_start|>
13,task_013,canonical_impl,canonical,1,121,119,-2,77091,assistant
13,task_013,canonical_impl,canonical,1,121,120,-1,198,"
"
13,task_013,paraphrase_test,paraphrase,0,114,95,-19,7709, behavior
13,task_013,paraphrase_test,paraphrase,0,114,96,-18,22296, contrad
13,task_013,paraphrase_test,paraphrase,0,114,97,-17,29995,icts
13,task_013,paraphrase_test,paraphrase,0,114,98,-16,279, the
13,task_013,paraphrase_test,paraphrase,0,114,99,-15,3601, expected
13,task_013,paraphrase_test,paraphrase,0,114,100,-14,7709, behavior
13,task_013,paraphrase_test,paraphrase,0,114,101,-13,382,".

"
13,task_013,paraphrase_test,paraphrase,0,114,102,-12,24051,Choose
13,task_013,paraphrase_test,paraphrase,0,114,103,-11,279, the
13,task_013,paraphrase_test,paraphrase,0,114,104,-10,3175, single
13,task_013,paraphrase_test,paraphrase,0,114,105,-9,1790, next
13,task_013,paraphrase_test,paraphrase,0,114,106,-8,1917, action
13,task_013,paraphrase_test,paraphrase,0,114,107,-7,1431, now
13,task_013,paraphrase_test,paraphrase,0,114,108,-6,624,".
"
13,task_013,paraphrase_test,paraphrase,0,114,109,-5,151645,<|im_end|>
13,task_013,paraphrase_test,paraphrase,0,114,110,-4,198,"
"
13,task_013,paraphrase_test,paraphrase,0,114,111,-3,151644,<|im_start|>
13,task_013,paraphrase_test,paraphrase,0,114,112,-2,77091,assistant
13,task_013,paraphrase_test,paraphrase,0,114,113,-1,198,"
"
13,task_013,paraphrase_impl,paraphrase,1,114,95,-19,7709, behavior
13,task_013,paraphrase_impl,paraphrase,1,114,96,-18,22296, contrad
13,task_013,paraphrase_impl,paraphrase,1,114,97,-17,29995,icts
13,task_013,paraphrase_impl,paraphrase,1,114,98,-16,279, the
13,task_013,paraphrase_impl,paraphrase,1,114,99,-15,3601, expected
13,task_013,paraphrase_impl,paraphrase,1,114,100,-14,7709, behavior
13,task_013,paraphrase_impl,paraphrase,1,114,101,-13,382,".

"
13,task_013,paraphrase_impl,paraphrase,1,114,102,-12,24051,Choose
13,task_013,paraphrase_impl,paraphrase,1,114,103,-11,279, the
13,task_013,paraphrase_impl,paraphrase,1,114,104,-10,3175, single
13,task_013,paraphrase_impl,paraphrase,1,114,105,-9,1790, next
13,task_013,paraphrase_impl,paraphrase,1,114,106,-8,1917, action
13,task_013,paraphrase_impl,paraphrase,1,114,107,-7,1431, now
13,task_013,paraphrase_impl,paraphrase,1,114,108,-6,624,".
"
13,task_013,paraphrase_impl,paraphrase,1,114,109,-5,151645,<|im_end|>
13,task_013,paraphrase_impl,paraphrase,1,114,110,-4,198,"
"
13,task_013,paraphrase_impl,paraphrase,1,114,111,-3,151644,<|im_start|>
13,task_013,paraphrase_impl,paraphrase,1,114,112,-2,77091,assistant
13,task_013,paraphrase_impl,paraphrase,1,114,113,-1,198,"
"
14,task_014,canonical_test,canonical,0,120,100,-20,13166, observed
14,task_014,canonical_test,canonical,0,120,101,-19,7709, behavior
14,task_014,canonical_test,canonical,0,120,102,-18,22296, contrad
14,task_014,canonical_test,canonical,0,120,103,-17,29995,icts
14,task_014,canonical_test,canonical,0,120,104,-16,279, the
14,task_014,canonical_test,canonical,0,120,105,-15,3601, expected
14,task_014,canonical_test,canonical,0,120,106,-14,7709, behavior
14,task_014,canonical_test,canonical,0,120,107,-13,382,".

"
14,task_014,canonical_test,canonical,0,120,108,-12,24051,Choose
14,task_014,canonical_test,canonical,0,120,109,-11,279, the
14,task_014,canonical_test,canonical,0,120,110,-10,3175, single
14,task_014,canonical_test,canonical,0,120,111,-9,1790, next
14,task_014,canonical_test,canonical,0,120,112,-8,1917, action
14,task_014,canonical_test,canonical,0,120,113,-7,1431, now
14,task_014,canonical_test,canonical,0,120,114,-6,624,".
"
14,task_014,canonical_test,canonical,0,120,115,-5,151645,<|im_end|>
14,task_014,canonical_test,canonical,0,120,116,-4,198,"
"
14,task_014,canonical_test,canonical,0,120,117,-3,151644,<|im_start|>
14,task_014,canonical_test,canonical,0,120,118,-2,77091,assistant
14,task_014,canonical_test,canonical,0,120,119,-1,198,"
"
14,task_014,canonical_impl,canonical,1,120,100,-20,13166, observed
14,task_014,canonical_impl,canonical,1,120,101,-19,7709, behavior
14,task_014,canonical_impl,canonical,1,120,102,-18,22296, contrad
14,task_014,canonical_impl,canonical,1,120,103,-17,29995,icts
14,task_014,canonical_impl,canonical,1,120,104,-16,279, the
14,task_014,canonical_impl,canonical,1,120,105,-15,3601, expected
14,task_014,canonical_impl,canonical,1,120,106,-14,7709, behavior
14,task_014,canonical_impl,canonical,1,120,107,-13,382,".

"
14,task_014,canonical_impl,canonical,1,120,108,-12,24051,Choose
14,task_014,canonical_impl,canonical,1,120,109,-11,279, the
14,task_014,canonical_impl,canonical,1,120,110,-10,3175, single
14,task_014,canonical_impl,canonical,1,120,111,-9,1790, next
14,task_014,canonical_impl,canonical,1,120,112,-8,1917, action
14,task_014,canonical_impl,canonical,1,120,113,-7,1431, now
14,task_014,canonical_impl,canonical,1,120,114,-6,624,".
"
14,task_014,canonical_impl,canonical,1,120,115,-5,151645,<|im_end|>
14,task_014,canonical_impl,canonical,1,120,116,-4,198,"
"
14,task_014,canonical_impl,canonical,1,120,117,-3,151644,<|im_start|>
14,task_014,canonical_impl,canonical,1,120,118,-2,77091,assistant
14,task_014,canonical_impl,canonical,1,120,119,-1,198,"
"
14,task_014,paraphrase_test,paraphrase,0,113,95,-18,22296, contrad
14,task_014,paraphrase_test,paraphrase,0,113,96,-17,29995,icts
14,task_014,paraphrase_test,paraphrase,0,113,97,-16,279, the
14,task_014,paraphrase_test,paraphrase,0,113,98,-15,3601, expected
14,task_014,paraphrase_test,paraphrase,0,113,99,-14,7709, behavior
14,task_014,paraphrase_test,paraphrase,0,113,100,-13,382,".

"
14,task_014,paraphrase_test,paraphrase,0,113,101,-12,24051,Choose
14,task_014,paraphrase_test,paraphrase,0,113,102,-11,279, the
14,task_014,paraphrase_test,paraphrase,0,113,103,-10,3175, single
14,task_014,paraphrase_test,paraphrase,0,113,104,-9,1790, next
14,task_014,paraphrase_test,paraphrase,0,113,105,-8,1917, action
14,task_014,paraphrase_test,paraphrase,0,113,106,-7,1431, now
14,task_014,paraphrase_test,paraphrase,0,113,107,-6,624,".
"
14,task_014,paraphrase_test,paraphrase,0,113,108,-5,151645,<|im_end|>
14,task_014,paraphrase_test,paraphrase,0,113,109,-4,198,"
"
14,task_014,paraphrase_test,paraphrase,0,113,110,-3,151644,<|im_start|>
14,task_014,paraphrase_test,paraphrase,0,113,111,-2,77091,assistant
14,task_014,paraphrase_test,paraphrase,0,113,112,-1,198,"
"
14,task_014,paraphrase_impl,paraphrase,1,113,95,-18,22296, contrad
14,task_014,paraphrase_impl,paraphrase,1,113,96,-17,29995,icts
14,task_014,paraphrase_impl,paraphrase,1,113,97,-16,279, the
14,task_014,paraphrase_impl,paraphrase,1,113,98,-15,3601, expected
14,task_014,paraphrase_impl,paraphrase,1,113,99,-14,7709, behavior
14,task_014,paraphrase_impl,paraphrase,1,113,100,-13,382,".

"
14,task_014,paraphrase_impl,paraphrase,1,113,101,-12,24051,Choose
14,task_014,paraphrase_impl,paraphrase,1,113,102,-11,279, the
14,task_014,paraphrase_impl,paraphrase,1,113,103,-10,3175, single
14,task_014,paraphrase_impl,paraphrase,1,113,104,-9,1790, next
14,task_014,paraphrase_impl,paraphrase,1,113,105,-8,1917, action
14,task_014,paraphrase_impl,paraphrase,1,113,106,-7,1431, now
14,task_014,paraphrase_impl,paraphrase,1,113,107,-6,624,".
"
14,task_014,paraphrase_impl,paraphrase,1,113,108,-5,151645,<|im_end|>
14,task_014,paraphrase_impl,paraphrase,1,113,109,-4,198,"
"
14,task_014,paraphrase_impl,paraphrase,1,113,110,-3,151644,<|im_start|>
14,task_014,paraphrase_impl,paraphrase,1,113,111,-2,77091,assistant
14,task_014,paraphrase_impl,paraphrase,1,113,112,-1,198,"
"
15,task_015,canonical_test,canonical,0,103,86,-17,29995,icts
15,task_015,canonical_test,canonical,0,103,87,-16,279, the
15,task_015,canonical_test,canonical,0,103,88,-15,3601, expected
15,task_015,canonical_test,canonical,0,103,89,-14,7709, behavior
15,task_015,canonical_test,canonical,0,103,90,-13,382,".

"
15,task_015,canonical_test,canonical,0,103,91,-12,24051,Choose
15,task_015,canonical_test,canonical,0,103,92,-11,279, the
15,task_015,canonical_test,canonical,0,103,93,-10,3175, single
15,task_015,canonical_test,canonical,0,103,94,-9,1790, next
15,task_015,canonical_test,canonical,0,103,95,-8,1917, action
15,task_015,canonical_test,canonical,0,103,96,-7,1431, now
15,task_015,canonical_test,canonical,0,103,97,-6,624,".
"
15,task_015,canonical_test,canonical,0,103,98,-5,151645,<|im_end|>
15,task_015,canonical_test,canonical,0,103,99,-4,198,"
"
15,task_015,canonical_test,canonical,0,103,100,-3,151644,<|im_start|>
15,task_015,canonical_test,canonical,0,103,101,-2,77091,assistant
15,task_015,canonical_test,canonical,0,103,102,-1,198,"
"
15,task_015,canonical_impl,canonical,1,103,86,-17,29995,icts
15,task_015,canonical_impl,canonical,1,103,87,-16,279, the
15,task_015,canonical_impl,canonical,1,103,88,-15,3601, expected
15,task_015,canonical_impl,canonical,1,103,89,-14,7709, behavior
15,task_015,canonical_impl,canonical,1,103,90,-13,382,".

"
15,task_015,canonical_impl,canonical,1,103,91,-12,24051,Choose
15,task_015,canonical_impl,canonical,1,103,92,-11,279, the
15,task_015,canonical_impl,canonical,1,103,93,-10,3175, single
15,task_015,canonical_impl,canonical,1,103,94,-9,1790, next
15,task_015,canonical_impl,canonical,1,103,95,-8,1917, action
15,task_015,canonical_impl,canonical,1,103,96,-7,1431, now
15,task_015,canonical_impl,canonical,1,103,97,-6,624,".
"
15,task_015,canonical_impl,canonical,1,103,98,-5,151645,<|im_end|>
15,task_015,canonical_impl,canonical,1,103,99,-4,198,"
"
15,task_015,canonical_impl,canonical,1,103,100,-3,151644,<|im_start|>
15,task_015,canonical_impl,canonical,1,103,101,-2,77091,assistant
15,task_015,canonical_impl,canonical,1,103,102,-1,198,"
"
15,task_015,paraphrase_test,paraphrase,0,96,80,-16,279, the
15,task_015,paraphrase_test,paraphrase,0,96,81,-15,3601, expected
15,task_015,paraphrase_test,paraphrase,0,96,82,-14,7709, behavior
15,task_015,paraphrase_test,paraphrase,0,96,83,-13,382,".

"
15,task_015,paraphrase_test,paraphrase,0,96,84,-12,24051,Choose
15,task_015,paraphrase_test,paraphrase,0,96,85,-11,279, the
15,task_015,paraphrase_test,paraphrase,0,96,86,-10,3175, single
15,task_015,paraphrase_test,paraphrase,0,96,87,-9,1790, next
15,task_015,paraphrase_test,paraphrase,0,96,88,-8,1917, action
15,task_015,paraphrase_test,paraphrase,0,96,89,-7,1431, now
15,task_015,paraphrase_test,paraphrase,0,96,90,-6,624,".
"
15,task_015,paraphrase_test,paraphrase,0,96,91,-5,151645,<|im_end|>
15,task_015,paraphrase_test,paraphrase,0,96,92,-4,198,"
"
15,task_015,paraphrase_test,paraphrase,0,96,93,-3,151644,<|im_start|>
15,task_015,paraphrase_test,paraphrase,0,96,94,-2,77091,assistant
15,task_015,paraphrase_test,paraphrase,0,96,95,-1,198,"
"
15,task_015,paraphrase_impl,paraphrase,1,96,80,-16,279, the
15,task_015,paraphrase_impl,paraphrase,1,96,81,-15,3601, expected
15,task_015,paraphrase_impl,paraphrase,1,96,82,-14,7709, behavior
15,task_015,paraphrase_impl,paraphrase,1,96,83,-13,382,".

"
15,task_015,paraphrase_impl,paraphrase,1,96,84,-12,24051,Choose
15,task_015,paraphrase_impl,paraphrase,1,96,85,-11,279, the
15,task_015,paraphrase_impl,paraphrase,1,96,86,-10,3175, single
15,task_015,paraphrase_impl,paraphrase,1,96,87,-9,1790, next
15,task_015,paraphrase_impl,paraphrase,1,96,88,-8,1917, action
15,task_015,paraphrase_impl,paraphrase,1,96,89,-7,1431, now
15,task_015,paraphrase_impl,paraphrase,1,96,90,-6,624,".
"
15,task_015,paraphrase_impl,paraphrase,1,96,91,-5,151645,<|im_end|>
15,task_015,paraphrase_impl,paraphrase,1,96,92,-4,198,"
"
15,task_015,paraphrase_impl,paraphrase,1,96,93,-3,151644,<|im_start|>
15,task_015,paraphrase_impl,paraphrase,1,96,94,-2,77091,assistant
15,task_015,paraphrase_impl,paraphrase,1,96,95,-1,198,"
"
16,task_016,canonical_test,canonical,0,121,101,-20,13166, observed
16,task_016,canonical_test,canonical,0,121,102,-19,7709, behavior
16,task_016,canonical_test,canonical,0,121,103,-18,22296, contrad
16,task_016,canonical_test,canonical,0,121,104,-17,29995,icts
16,task_016,canonical_test,canonical,0,121,105,-16,279, the
16,task_016,canonical_test,canonical,0,121,106,-15,3601, expected
16,task_016,canonical_test,canonical,0,121,107,-14,7709, behavior
16,task_016,canonical_test,canonical,0,121,108,-13,382,".

"
16,task_016,canonical_test,canonical,0,121,109,-12,24051,Choose
16,task_016,canonical_test,canonical,0,121,110,-11,279, the
16,task_016,canonical_test,canonical,0,121,111,-10,3175, single
16,task_016,canonical_test,canonical,0,121,112,-9,1790, next
16,task_016,canonical_test,canonical,0,121,113,-8,1917, action
16,task_016,canonical_test,canonical,0,121,114,-7,1431, now
16,task_016,canonical_test,canonical,0,121,115,-6,624,".
"
16,task_016,canonical_test,canonical,0,121,116,-5,151645,<|im_end|>
16,task_016,canonical_test,canonical,0,121,117,-4,198,"
"
16,task_016,canonical_test,canonical,0,121,118,-3,151644,<|im_start|>
16,task_016,canonical_test,canonical,0,121,119,-2,77091,assistant
16,task_016,canonical_test,canonical,0,121,120,-1,198,"
"
16,task_016,canonical_impl,canonical,1,121,101,-20,13166, observed
16,task_016,canonical_impl,canonical,1,121,102,-19,7709, behavior
16,task_016,canonical_impl,canonical,1,121,103,-18,22296, contrad
16,task_016,canonical_impl,canonical,1,121,104,-17,29995,icts
16,task_016,canonical_impl,canonical,1,121,105,-16,279, the
16,task_016,canonical_impl,canonical,1,121,106,-15,3601, expected
16,task_016,canonical_impl,canonical,1,121,107,-14,7709, behavior
16,task_016,canonical_impl,canonical,1,121,108,-13,382,".

"
16,task_016,canonical_impl,canonical,1,121,109,-12,24051,Choose
16,task_016,canonical_impl,canonical,1,121,110,-11,279, the
16,task_016,canonical_impl,canonical,1,121,111,-10,3175, single
16,task_016,canonical_impl,canonical,1,121,112,-9,1790, next
16,task_016,canonical_impl,canonical,1,121,113,-8,1917, action
16,task_016,canonical_impl,canonical,1,121,114,-7,1431, now
16,task_016,canonical_impl,canonical,1,121,115,-6,624,".
"
16,task_016,canonical_impl,canonical,1,121,116,-5,151645,<|im_end|>
16,task_016,canonical_impl,canonical,1,121,117,-4,198,"
"
16,task_016,canonical_impl,canonical,1,121,118,-3,151644,<|im_start|>
16,task_016,canonical_impl,canonical,1,121,119,-2,77091,assistant
16,task_016,canonical_impl,canonical,1,121,120,-1,198,"
"
16,task_016,paraphrase_test,paraphrase,0,114,95,-19,7709, behavior
16,task_016,paraphrase_test,paraphrase,0,114,96,-18,22296, contrad
16,task_016,paraphrase_test,paraphrase,0,114,97,-17,29995,icts
16,task_016,paraphrase_test,paraphrase,0,114,98,-16,279, the
16,task_016,paraphrase_test,paraphrase,0,114,99,-15,3601, expected
16,task_016,paraphrase_test,paraphrase,0,114,100,-14,7709, behavior
16,task_016,paraphrase_test,paraphrase,0,114,101,-13,382,".

"
16,task_016,paraphrase_test,paraphrase,0,114,102,-12,24051,Choose
16,task_016,paraphrase_test,paraphrase,0,114,103,-11,279, the
16,task_016,paraphrase_test,paraphrase,0,114,104,-10,3175, single
16,task_016,paraphrase_test,paraphrase,0,114,105,-9,1790, next
16,task_016,paraphrase_test,paraphrase,0,114,106,-8,1917, action
16,task_016,paraphrase_test,paraphrase,0,114,107,-7,1431, now
16,task_016,paraphrase_test,paraphrase,0,114,108,-6,624,".
"
16,task_016,paraphrase_test,paraphrase,0,114,109,-5,151645,<|im_end|>
16,task_016,paraphrase_test,paraphrase,0,114,110,-4,198,"
"
16,task_016,paraphrase_test,paraphrase,0,114,111,-3,151644,<|im_start|>
16,task_016,paraphrase_test,paraphrase,0,114,112,-2,77091,assistant
16,task_016,paraphrase_test,paraphrase,0,114,113,-1,198,"
"
16,task_016,paraphrase_impl,paraphrase,1,114,95,-19,7709, behavior
16,task_016,paraphrase_impl,paraphrase,1,114,96,-18,22296, contrad
16,task_016,paraphrase_impl,paraphrase,1,114,97,-17,29995,icts
16,task_016,paraphrase_impl,paraphrase,1,114,98,-16,279, the
16,task_016,paraphrase_impl,paraphrase,1,114,99,-15,3601, expected
16,task_016,paraphrase_impl,paraphrase,1,114,100,-14,7709, behavior
16,task_016,paraphrase_impl,paraphrase,1,114,101,-13,382,".

"
16,task_016,paraphrase_impl,paraphrase,1,114,102,-12,24051,Choose
16,task_016,paraphrase_impl,paraphrase,1,114,103,-11,279, the
16,task_016,paraphrase_impl,paraphrase,1,114,104,-10,3175, single
16,task_016,paraphrase_impl,paraphrase,1,114,105,-9,1790, next
16,task_016,paraphrase_impl,paraphrase,1,114,106,-8,1917, action
16,task_016,paraphrase_impl,paraphrase,1,114,107,-7,1431, now
16,task_016,paraphrase_impl,paraphrase,1,114,108,-6,624,".
"
16,task_016,paraphrase_impl,paraphrase,1,114,109,-5,151645,<|im_end|>
16,task_016,paraphrase_impl,paraphrase,1,114,110,-4,198,"
"
16,task_016,paraphrase_impl,paraphrase,1,114,111,-3,151644,<|im_start|>
16,task_016,paraphrase_impl,paraphrase,1,114,112,-2,77091,assistant
16,task_016,paraphrase_impl,paraphrase,1,114,113,-1,198,"
"
17,task_017,canonical_test,canonical,0,120,100,-20,13166, observed
17,task_017,canonical_test,canonical,0,120,101,-19,7709, behavior
17,task_017,canonical_test,canonical,0,120,102,-18,22296, contrad
17,task_017,canonical_test,canonical,0,120,103,-17,29995,icts
17,task_017,canonical_test,canonical,0,120,104,-16,279, the
17,task_017,canonical_test,canonical,0,120,105,-15,3601, expected
17,task_017,canonical_test,canonical,0,120,106,-14,7709, behavior
17,task_017,canonical_test,canonical,0,120,107,-13,382,".

"
17,task_017,canonical_test,canonical,0,120,108,-12,24051,Choose
17,task_017,canonical_test,canonical,0,120,109,-11,279, the
17,task_017,canonical_test,canonical,0,120,110,-10,3175, single
17,task_017,canonical_test,canonical,0,120,111,-9,1790, next
17,task_017,canonical_test,canonical,0,120,112,-8,1917, action
17,task_017,canonical_test,canonical,0,120,113,-7,1431, now
17,task_017,canonical_test,canonical,0,120,114,-6,624,".
"
17,task_017,canonical_test,canonical,0,120,115,-5,151645,<|im_end|>
17,task_017,canonical_test,canonical,0,120,116,-4,198,"
"
17,task_017,canonical_test,canonical,0,120,117,-3,151644,<|im_start|>
17,task_017,canonical_test,canonical,0,120,118,-2,77091,assistant
17,task_017,canonical_test,canonical,0,120,119,-1,198,"
"
17,task_017,canonical_impl,canonical,1,120,100,-20,13166, observed
17,task_017,canonical_impl,canonical,1,120,101,-19,7709, behavior
17,task_017,canonical_impl,canonical,1,120,102,-18,22296, contrad
17,task_017,canonical_impl,canonical,1,120,103,-17,29995,icts
17,task_017,canonical_impl,canonical,1,120,104,-16,279, the
17,task_017,canonical_impl,canonical,1,120,105,-15,3601, expected
17,task_017,canonical_impl,canonical,1,120,106,-14,7709, behavior
17,task_017,canonical_impl,canonical,1,120,107,-13,382,".

"
17,task_017,canonical_impl,canonical,1,120,108,-12,24051,Choose
17,task_017,canonical_impl,canonical,1,120,109,-11,279, the
17,task_017,canonical_impl,canonical,1,120,110,-10,3175, single
17,task_017,canonical_impl,canonical,1,120,111,-9,1790, next
17,task_017,canonical_impl,canonical,1,120,112,-8,1917, action
17,task_017,canonical_impl,canonical,1,120,113,-7,1431, now
17,task_017,canonical_impl,canonical,1,120,114,-6,624,".
"
17,task_017,canonical_impl,canonical,1,120,115,-5,151645,<|im_end|>
17,task_017,canonical_impl,canonical,1,120,116,-4,198,"
"
17,task_017,canonical_impl,canonical,1,120,117,-3,151644,<|im_start|>
17,task_017,canonical_impl,canonical,1,120,118,-2,77091,assistant
17,task_017,canonical_impl,canonical,1,120,119,-1,198,"
"
17,task_017,paraphrase_test,paraphrase,0,113,95,-18,22296, contrad
17,task_017,paraphrase_test,paraphrase,0,113,96,-17,29995,icts
17,task_017,paraphrase_test,paraphrase,0,113,97,-16,279, the
17,task_017,paraphrase_test,paraphrase,0,113,98,-15,3601, expected
17,task_017,paraphrase_test,paraphrase,0,113,99,-14,7709, behavior
17,task_017,paraphrase_test,paraphrase,0,113,100,-13,382,".

"
17,task_017,paraphrase_test,paraphrase,0,113,101,-12,24051,Choose
17,task_017,paraphrase_test,paraphrase,0,113,102,-11,279, the
17,task_017,paraphrase_test,paraphrase,0,113,103,-10,3175, single
17,task_017,paraphrase_test,paraphrase,0,113,104,-9,1790, next
17,task_017,paraphrase_test,paraphrase,0,113,105,-8,1917, action
17,task_017,paraphrase_test,paraphrase,0,113,106,-7,1431, now
17,task_017,paraphrase_test,paraphrase,0,113,107,-6,624,".
"
17,task_017,paraphrase_test,paraphrase,0,113,108,-5,151645,<|im_end|>
17,task_017,paraphrase_test,paraphrase,0,113,109,-4,198,"
"
17,task_017,paraphrase_test,paraphrase,0,113,110,-3,151644,<|im_start|>
17,task_017,paraphrase_test,paraphrase,0,113,111,-2,77091,assistant
17,task_017,paraphrase_test,paraphrase,0,113,112,-1,198,"
"
17,task_017,paraphrase_impl,paraphrase,1,113,95,-18,22296, contrad
17,task_017,paraphrase_impl,paraphrase,1,113,96,-17,29995,icts
17,task_017,paraphrase_impl,paraphrase,1,113,97,-16,279, the
17,task_017,paraphrase_impl,paraphrase,1,113,98,-15,3601, expected
17,task_017,paraphrase_impl,paraphrase,1,113,99,-14,7709, behavior
17,task_017,paraphrase_impl,paraphrase,1,113,100,-13,382,".

"
17,task_017,paraphrase_impl,paraphrase,1,113,101,-12,24051,Choose
17,task_017,paraphrase_impl,paraphrase,1,113,102,-11,279, the
17,task_017,paraphrase_impl,paraphrase,1,113,103,-10,3175, single
17,task_017,paraphrase_impl,paraphrase,1,113,104,-9,1790, next
17,task_017,paraphrase_impl,paraphrase,1,113,105,-8,1917, action
17,task_017,paraphrase_impl,paraphrase,1,113,106,-7,1431, now
17,task_017,paraphrase_impl,paraphrase,1,113,107,-6,624,".
"
17,task_017,paraphrase_impl,paraphrase,1,113,108,-5,151645,<|im_end|>
17,task_017,paraphrase_impl,paraphrase,1,113,109,-4,198,"
"
17,task_017,paraphrase_impl,paraphrase,1,113,110,-3,151644,<|im_start|>
17,task_017,paraphrase_impl,paraphrase,1,113,111,-2,77091,assistant
17,task_017,paraphrase_impl,paraphrase,1,113,112,-1,198,"
"
18,task_018,canonical_test,canonical,0,103,86,-17,29995,icts
18,task_018,canonical_test,canonical,0,103,87,-16,279, the
18,task_018,canonical_test,canonical,0,103,88,-15,3601, expected
18,task_018,canonical_test,canonical,0,103,89,-14,7709, behavior
18,task_018,canonical_test,canonical,0,103,90,-13,382,".

"
18,task_018,canonical_test,canonical,0,103,91,-12,24051,Choose
18,task_018,canonical_test,canonical,0,103,92,-11,279, the
18,task_018,canonical_test,canonical,0,103,93,-10,3175, single
18,task_018,canonical_test,canonical,0,103,94,-9,1790, next
18,task_018,canonical_test,canonical,0,103,95,-8,1917, action
18,task_018,canonical_test,canonical,0,103,96,-7,1431, now
18,task_018,canonical_test,canonical,0,103,97,-6,624,".
"
18,task_018,canonical_test,canonical,0,103,98,-5,151645,<|im_end|>
18,task_018,canonical_test,canonical,0,103,99,-4,198,"
"
18,task_018,canonical_test,canonical,0,103,100,-3,151644,<|im_start|>
18,task_018,canonical_test,canonical,0,103,101,-2,77091,assistant
18,task_018,canonical_test,canonical,0,103,102,-1,198,"
"
18,task_018,canonical_impl,canonical,1,103,86,-17,29995,icts
18,task_018,canonical_impl,canonical,1,103,87,-16,279, the
18,task_018,canonical_impl,canonical,1,103,88,-15,3601, expected
18,task_018,canonical_impl,canonical,1,103,89,-14,7709, behavior
18,task_018,canonical_impl,canonical,1,103,90,-13,382,".

"
18,task_018,canonical_impl,canonical,1,103,91,-12,24051,Choose
18,task_018,canonical_impl,canonical,1,103,92,-11,279, the
18,task_018,canonical_impl,canonical,1,103,93,-10,3175, single
