task_id,task_idx,condition,wording,label,label_name,test_mean_logprob,impl_mean_logprob,impl_minus_test_margin,behavior_pred,behavior_correct,signed_margin_for_correct_action
task_045,45,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.416946291923523,-0.8906484246253967,0.5262978672981262,1,1,0.5262978672981262
task_045,45,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3233309984207153,-0.970953643321991,0.35237735509872437,1,0,-0.35237735509872437
task_045,45,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.4807074069976807,-0.9051509499549866,0.5755564570426941,1,1,0.5755564570426941
task_046,46,canonical_test,canonical,0,INSPECT_TEST,-0.9295780658721924,-1.0102338790893555,-0.08065581321716309,0,1,0.08065581321716309
task_046,46,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.8286123275756836,-0.7026916742324829,0.12592065334320068,1,1,0.12592065334320068
task_046,46,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9213515520095825,-0.967097818851471,-0.04574626684188843,0,1,0.04574626684188843
task_046,46,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8740142583847046,-0.7565868496894836,0.11742740869522095,1,1,0.11742740869522095
task_047,47,canonical_test,canonical,0,INSPECT_TEST,-1.2802249193191528,-1.0925270318984985,0.1876978874206543,1,0,-0.1876978874206543
task_047,47,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2550954818725586,-0.9401701092720032,0.3149253726005554,1,1,0.3149253726005554
task_047,47,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3298487663269043,-1.0272307395935059,0.30261802673339844,1,0,-0.30261802673339844
task_047,47,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.2521517276763916,-0.8478165864944458,0.4043351411819458,1,1,0.4043351411819458
