phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.0062355175614356995
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.013971947133541107
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.00010212510824203491
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0002741962671279907
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.0153182502835989
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.01647390052676201
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_sufficiency,1.903437077999115e-05
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.007204961031675339
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,-0.007794616743922234
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.006238926202058792
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_sufficiency,0.03907824493944645
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_necessity_loss,0.001023298129439354
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.06341567449271679
discovery,exp12_test_edit_09,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.09170297719538212
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-4.941970109939575e-05
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.013563685119152069
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.012690670788288116
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.012946173548698425
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.004167839884757996
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,3.0100345611572266e-06
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,1.9043684005737305e-05
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.01416526734828949
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.010386854410171509
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.008506007492542267
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.0052260830998420715
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.00019303709268569946
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.004210732877254486
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.0040881335735321045
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_sufficiency,0.11270873248577118
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_necessity_loss,0.09985068440437317
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.06381941586732864
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.10263329744338989
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_sufficiency,0.00083160400390625
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_necessity_loss,-0.00014285743236541748
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.0006148964166641235
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.0028667598962783813
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.012031406164169312
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0009294450283050537
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.012024864554405212
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.009808555245399475
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.0008636265993118286
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.00035941600799560547
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0034609586000442505
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.008542686700820923
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.008420348167419434
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.0005999505519866943
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_sufficiency,0.11788015067577362
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_necessity_loss,0.16117306798696518
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.061634793877601624
discovery,exp12_test_edit_09,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.07915172725915909
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.0077015552669763565
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,-0.008530085906386375
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.015704894438385963
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-1.989305019378662e-05
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.007866399362683296
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-9.756535291671753e-06
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,5.333311855792999e-05
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.00783524289727211
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.007875533774495125
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.01485738717019558
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.00019824877381324768
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-9.949132800102234e-05
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.015730470418930054
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.007843729108572006
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_sufficiency,0.0645529255270958
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_necessity_loss,0.09569991007447243
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.046009864658117294
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.12426284328103065
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.006950799375772476
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_necessity_loss,-0.006084568798542023
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.007319912314414978
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00800972431898117
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.007219826802611351
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.00023633800446987152
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.014622997492551804
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.00013445690274238586
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.002214008942246437
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.008654410019516945
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.006624799221754074
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.007533086463809013
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,-0.007396180182695389
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.006216641515493393
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_sufficiency,0.032364631071686745
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_necessity_loss,0.015108192339539528
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.07662307657301426
discovery,exp12_test_edit_15,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.0752988588064909
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.006256856024265289
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.007931441068649292
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.012255251407623291
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.00834619253873825
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.01673169434070587
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.00804959237575531
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.0036905333399772644
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.00014804303646087646
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.006272740662097931
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.01062747836112976
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0020869672298431396
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.006015025079250336
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.0042673274874687195
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.0018781721591949463
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_sufficiency,0.09564537554979324
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_necessity_loss,0.0717589408159256
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.05478905886411667
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.11544943042099476
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.007382333278656006
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_necessity_loss,-0.012923508882522583
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.009868301451206207
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.002565622329711914
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.007607907056808472
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0026826635003089905
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.009898103773593903
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.00011558830738067627
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.0008318424224853516
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.012160778045654297
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.011153213679790497
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.00014716386795043945
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.00913827121257782
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.004028491675853729
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_sufficiency,0.09791280329227448
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_necessity_loss,0.15856052190065384
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.054017335176467896
discovery,exp12_test_edit_15,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.05614572577178478
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.008926929906010628
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.008920809254050255
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.017857061699032784
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00888763926923275
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,8.754432201385498e-05
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,6.752088665962219e-06
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.02723895013332367
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,2.5643035769462585e-05
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.027182666584849358
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,2.22865492105484e-05
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.008931303396821022
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.008957581594586372
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,-0.018312929198145866
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.0183159988373518
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_sufficiency,0.053673138841986656
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_necessity_loss,0.008553549647331238
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.04503744840621948
discovery,exp12_search_edit_01,search_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.036342643201351166
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_sufficiency,1.825764775276184e-05
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_necessity_loss,2.4531036615371704e-06
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.00888967327773571
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00029003433883190155
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_sufficiency,2.2605061531066895e-05
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.008935708552598953
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_sufficiency,-5.124136805534363e-06
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.008903294801712036
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_sufficiency,6.679818034172058e-05
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.008845342323184013
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.00042402371764183044
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.009265616536140442
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,-4.3585896492004395e-07
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.008932167664170265
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_sufficiency,0.01791919767856598
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_necessity_loss,-2.3195520043373108e-05
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.08024602197110653
discovery,exp12_search_edit_01,search_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.0724097453057766
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,4.737824201583862e-05
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.018608488142490387
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,2.3618340492248535e-05
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.019564293324947357
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.01989324390888214
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0011036992073059082
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.00018750131130218506
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.01998838782310486
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0010268241167068481
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.00014553964138031006
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,2.588331699371338e-05
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.019502699375152588
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.04059448838233948
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.041422486305236816
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_sufficiency,0.14477155357599258
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_necessity_loss,0.16425761580467224
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,9.815394878387451e-05
discovery,exp12_search_edit_01,search_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.017950624227523804
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.0011564791202545166
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_necessity_loss,-0.00021779537200927734
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.020222410559654236
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.020177453756332397
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.018905282020568848
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.01886861026287079
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.0013548433780670166
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.019127801060676575
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0003117769956588745
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.019424550235271454
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_sufficiency,-7.79181718826294e-05
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.018410861492156982
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.04031749069690704
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.02019798755645752
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_sufficiency,0.06042204797267914
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_necessity_loss,0.07852242887020111
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.03910745680332184
discovery,exp12_search_edit_01,search_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.09845300763845444
discovery,exp12_search_edit_03,search_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.010507054626941681
discovery,exp12_search_edit_03,search_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,-7.0463865995407104e-06
discovery,exp12_search_edit_03,search_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.023785147815942764
